,author,home_url,helpful,funny,appraise,played_hour,post_month,post_day,games,reply,image,review
5513,danielissocoolandawesome,https://steamcommunity.com/id/yepimreallymarionofakenolie/,1,,1,7.0,November,"28,",64,0,1,"Cool gammer nrkjhtrbn,"
5514,EroSenn1n,https://steamcommunity.com/profiles/76561198398572392/,1,,1,45.8,November,"27,",169,0,1,Awesome story with great characters. Would definitely recommend!
5515,-DULLI-,https://steamcommunity.com/id/-DULLI-/,1,,1,7.2,November,"27,",325,0,1,Verry good game!
5516,JOHN V. RAMBO,https://steamcommunity.com/id/JohnVolkov/,1,,1,13.4,November,"25,",473,0,1,"This game is really really GOOOD, maybe an 8.5/10It's the start of a new way it's really fun way more better then the rise of the tomb rider."
5517,Lon3wolf,https://steamcommunity.com/profiles/76561198881996283/,1,,1,10.4,November,"25,",48,0,1,"I've recently brought this game and it is fabulous. In spite of the low graphics, the story arc is so goodI would definitely recommend you guys to give it a try"
5518,Phebonoski,https://steamcommunity.com/id/phebonoski/,1,,1,14.0,November,"29,",154,4,1,"Awesome game, the graphics are good, action sequences are good, gameplay? GOOOOOD!Now that I have completed the game I will say that the story was good, sometimes it was a lil bit emotional, sometimes it gives you adrenaline rush, at least to me it happened but sometimes it felt just a little bit stretched out, well that's not much of an issue, consider is a ""ME"" problem. Anywho... considering it as a origin story it was very well done.For ""ME"" it was a ""6 / 8""."
5519,sameeye,https://steamcommunity.com/id/sameeye/,1,,1,5.5,November,"25,",77,0,1,"I bought this game yesterday, and I'm hooked. Every day I get back from school, I'm on this. I had previously never played any Tomb Raider game, and I saw this was on offer. I had heard good things about it from my friends, so I decided to give it a go. And WOAH, was I amazed. First of all, I can run this game well. I have a puny little AMD A8 FX-9600 and I can run this game on medium settings 45FPS, which is a suprise, second of all, the storytelling in this game is fantastic. You should 100% buy this game if you're looking for something different and fun to play."
5520,Say It Then,https://steamcommunity.com/id/SayItThen/,1,,1,14.3,November,"24,",8,0,1,great game
5521,ferid ibra,https://steamcommunity.com/id/3124118/,1,,1,31.9,November,"23,",46,0,1,NICE GAME
5522,Bocchi,https://steamcommunity.com/profiles/76561198236278688/,1,,1,25.1,November,"23,",108,0,1,"Just great. Best reboot ever.I played with legends a few years back and well i didn't loved it. Of course it wasn't at it's original release ( i think it was around 2013) but the autolock system was just off in my opinion. Then i saw the reboot which aired in the same year. I took me a good 5 years to buy this game altought i thought it was very good when i first saw it. But man o man it was worth it. And i'm not only talking about the ridicolous price when it is on sale ( talking about 3 to 4 eus) and it gets a LOT of sales.But the game. Its just such a good restart for the franchise.So the graphics.If you happened to see any videos or just checking the reviews here you'll see that almost (if not) everybody praises it's video quality. I can't say anything new. Still looks good today although it's more than 6 years old now.Music.It's good. Nothing particularly impressive but very nice. But there is one song that had satteled in the (NEW) trilogy. And that's the main Theme. Now you see every time something extraordinary happens the game will play the main theme. Or at least a part of it. AND IT FITS PERFECTLY.Story.I think this is one of the strongest points of TR (other than gameplay). It's very good. I really did enjoy every bit of it. It's not too complex but not lame. It's perfect for the 10 - 15 hours the story offers and does a pretty darn good job in showing us the past and origin of the New Lara Croft. And i think it's good enough to replay the game at least once more.Gameplay.Now this is where the game really shines (compared to it's predecessors). No more auto aim, no BS. A completly new take/turn for the franchise but it fits well (just like the new Lara design but lets not talk about that here).Overall:stop reading and buy the gamecmon go nowjust do itWas not sponsored by Nikeyy"
5523,Det4life87,https://steamcommunity.com/id/Det4life/,1,,1,23.6,November,"18,",502,0,1,Amazing reboot
5524,✪ L00ps,https://steamcommunity.com/id/PoorGamerLOL/,2,1,1,10.3,November,"16,",623,0,1,Good Old Reboot i must say the story is ok but the mechanics of survival is specially good >:)
5525,muffinsrnom,https://steamcommunity.com/profiles/76561198844789442/,1,,1,22.8,November,"16,",330,0,1,"This. Game. Is. So. Good. This is the first game that I've been sucked into and played through its entirety, almost 100% completing it (a rare for me), since Hollow Knight about a year ago. I love the cinematic feel of it, I love the reasonably challenging but manageable combat encounters, I loved the puzzles in each tomb. As someone who's new to the Tomb Raider franchise, I'm sure I missed out on several cool ""oh, that's how she started doing that"" fan moments, but the few I got were pretty awesome.I can't express how fun this game is and I can't recommend it enough. I'm not good at putting this stuff into words, and other people have said it better than I can, so I'll just briefly say a few things as I think of them. - As someone who has never played a single FPS game all the way through, the health system really caught me off guard and broke immersion at first, but I got used to it pretty quick. I prefer games where you die quickly if you're dumb, and this is ultimately that, just in a different package. - The puzzles are very enjoyable once you get into the minds of the developers, but often rely on laughable constraints of realism. Like, why can't Lara just push the boat...? But it's whatever, game be game. One of them is a bit obtuse because the devs decided to use gas containers that never appear anywhere else in the campaign instead of a regular, normal object as a weight. Don't know what they were thinking there, maybe they hit a deadline or something, idk. - If you're a sneaky-sneaky stabby-stabby, weave and dodge, glass cannon type player like me, you will probably find combat to be quite painful for the first few levels. I did, but that's mostly because I'm just plain bad at FPS's. Have no fear however, as there are some melee, stealth, and finishing options you can start unlocking fairly early on that expand your potential playstyles way beyond sit behind thing, wait, shoot. - There are quick-time events in this game. If you hate those, sorry. But honestly, I thought they were fine because they're well-telegraphed and consistent. Y is always hit stuff, X is recovering from a slip or strength-related, LS is recovering from surprise attacks. As far as I remember, these never change and I always found it very clear what I was supposed to do. And if you don't do it right, it's fine because the game always autosaves right before that point so you just watch Lara die horribly and then do it right this time.All in all, fantastic game, one of my favorites. Definitely will be buying the sequels and trying out the earlier games."
5526,Zariel,https://steamcommunity.com/id/zh12421/,1,,1,15.5,November,"15,",233,0,1,Absolute joy to play
5527,George,https://steamcommunity.com/id/ThunDagaFlare/,1,,1,23.2,November,"11,",412,0,1,Best one in the series
5528,Niis0ツ,https://steamcommunity.com/id/PlayingWithoutCheatsIsPrettyHard/,1,,1,10.2,November,"11,",199,0,1,is good game
5529,rooskeena,https://steamcommunity.com/profiles/76561198087297227/,1,,1,189.2,November,"16,",76,0,1,"Even at 6 years old this game is superb and it is one of the best games I've ever played.  The first run through is full of blood pumping intensity and I loved every minute of it.  Subsequent plays were all about exploration and there's plenty of it.  The action never gets old, you just get better at handling it and eliminating enemies remains satisfying. I can't say enough so I'll leave it at this.. If you haven't played this game it's a MUST."
5530,toninoffs,https://steamcommunity.com/profiles/76561198025309001/,1,,1,16.0,November,"6,",133,0,1,Awesome game!
5531,Five more years,https://steamcommunity.com/id/jjch/,1,,1,13.3,November,"3,",274,0,1,爬山模拟器，爬得很过瘾。谜题和战斗部分就权当走个过场了。
5532,🔴 HeyItsMi 🔴,https://steamcommunity.com/id/HeyItsMi/,1,,1,12.6,November,"1,",175,0,1,7 of 10
5533,Misir,https://steamcommunity.com/id/themisir/,1,,1,16.2,October,"31,",84,0,1,The game play is like watching a film. The best game I ever played 🙃
5534,gon,https://steamcommunity.com/id/gnetumgnemon/,1,,1,17.9,October,"31,",86,0,1,Very good graphics and exciting. gorgeous lara btw.
5535,andreleite97,https://steamcommunity.com/id/nisbgui/,1,,1,16.9,November,"6,",596,0,1,This is an amazing game! I always enjoy some raiding so I would recommend this game to anyone that wants to feel the joy of raiding some tombs without having problems with your local police department.10/10 would raid again.
5536,TechInfinite,https://steamcommunity.com/id/Thunderstrouck-AcDc/,1,,1,26.5,November,"5,",273,0,1,One of my favorite Tomb Raider games plus its also my sadest favorite games so if your play this prepare for tears being shared also it run smooth without out any issues. I there gonna be a 4th game after shadow of tomb raider
5537,batty man,https://steamcommunity.com/id/spendoge/,1,,0,23.5,November,"5,",413,0,1,"Good game, riddled with bugs. I constantly found my game crashing - then leaving me to re-do the last 15 minutes of the game as the only save points are campfires and auto-saves. This happened so often, I genuinely considered skipping this game and going to the next one on multiple occasions. Maybe one day I'll complete this game, but for now I've had enough of it. And I was so close to the end....."
5538,Sui Nakigai,https://steamcommunity.com/id/SuiNakigai/,1,,1,40.1,November,"1,",66,0,1,Amazing visual quality. Can compete with many newly released games even in 2019. Also character animation and sound effects/atmosphere is very well done. All the new Tomb Raider games are AAA-mazing. Hands down. :) Love it.
5539,Deviannrt's ♪,https://steamcommunity.com/id/Navian12/,1,,1,59.7,November,"1,",147,0,1,"I really like this game, a very great and exciting action adventure game, this game still survives very well. It has good visuals, great stories, and great gameplay / battles .... overall just a very fun game to play! I highly recommend you to buy and play this game!You can play with me at any time if you want"
